"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CPI","TOT","IDX2015","M","2012-01",94.9774,
"OECD","CPI","TOT","IDX2015","M","2012-02",95.36044,
"OECD","CPI","TOT","IDX2015","M","2012-03",95.92233,
"OECD","CPI","TOT","IDX2015","M","2012-04",96.2115,
"OECD","CPI","TOT","IDX2015","M","2012-05",96.105,
"OECD","CPI","TOT","IDX2015","M","2012-06",95.93163,
"OECD","CPI","TOT","IDX2015","M","2012-07",95.86828,
"OECD","CPI","TOT","IDX2015","M","2012-08",96.27544,
"OECD","CPI","TOT","IDX2015","M","2012-09",96.62499,
"OECD","CPI","TOT","IDX2015","M","2012-10",96.76682,
"OECD","CPI","TOT","IDX2015","M","2012-11",96.54623,
"OECD","CPI","TOT","IDX2015","M","2012-12",96.5075,
"OECD","CPI","TOT","IDX2015","M","2013-01",96.59798,
"OECD","CPI","TOT","IDX2015","M","2013-02",97.09434,
"OECD","CPI","TOT","IDX2015","M","2013-03",97.43256,
"OECD","CPI","TOT","IDX2015","M","2013-04",97.42235,
"OECD","CPI","TOT","IDX2015","M","2013-05",97.55288,
"OECD","CPI","TOT","IDX2015","M","2013-06",97.68233,
"OECD","CPI","TOT","IDX2015","M","2013-07",97.76056,
"OECD","CPI","TOT","IDX2015","M","2013-08",97.91275,
"OECD","CPI","TOT","IDX2015","M","2013-09",98.06346,
"OECD","CPI","TOT","IDX2015","M","2013-10",98.02493,
"OECD","CPI","TOT","IDX2015","M","2013-11",97.97672,
"OECD","CPI","TOT","IDX2015","M","2013-12",98.10771,
"OECD","CPI","TOT","IDX2015","M","2014-01",98.21884,
"OECD","CPI","TOT","IDX2015","M","2014-02",98.5117,
"OECD","CPI","TOT","IDX2015","M","2014-03",98.98949,
"OECD","CPI","TOT","IDX2015","M","2014-04",99.44167,
"OECD","CPI","TOT","IDX2015","M","2014-05",99.63087,
"OECD","CPI","TOT","IDX2015","M","2014-06",99.75043,
"OECD","CPI","TOT","IDX2015","M","2014-07",99.73478,
"OECD","CPI","TOT","IDX2015","M","2014-08",99.73402,
"OECD","CPI","TOT","IDX2015","M","2014-09",99.82386,
"OECD","CPI","TOT","IDX2015","M","2014-10",99.77242,
"OECD","CPI","TOT","IDX2015","M","2014-11",99.4816,
"OECD","CPI","TOT","IDX2015","M","2014-12",99.2157,
"OECD","CPI","TOT","IDX2015","M","2015-01",98.78085,
"OECD","CPI","TOT","IDX2015","M","2015-02",99.13731,
"OECD","CPI","TOT","IDX2015","M","2015-03",99.64744,
"OECD","CPI","TOT","IDX2015","M","2015-04",99.94792,
"OECD","CPI","TOT","IDX2015","M","2015-05",100.2692,
"OECD","CPI","TOT","IDX2015","M","2015-06",100.4098,
"OECD","CPI","TOT","IDX2015","M","2015-07",100.3739,
"OECD","CPI","TOT","IDX2015","M","2015-08",100.3681,
"OECD","CPI","TOT","IDX2015","M","2015-09",100.3073,
"OECD","CPI","TOT","IDX2015","M","2015-10",100.4017,
"OECD","CPI","TOT","IDX2015","M","2015-11",100.2456,
"OECD","CPI","TOT","IDX2015","M","2015-12",100.111,
"OECD","CPI","TOT","IDX2015","M","2016-01",100.0088,
"OECD","CPI","TOT","IDX2015","M","2016-02",100.1316,
"OECD","CPI","TOT","IDX2015","M","2016-03",100.523,
"OECD","CPI","TOT","IDX2015","M","2016-04",100.8372,
"OECD","CPI","TOT","IDX2015","M","2016-05",101.1409,
"OECD","CPI","TOT","IDX2015","M","2016-06",101.3549,
"OECD","CPI","TOT","IDX2015","M","2016-07",101.2928,
"OECD","CPI","TOT","IDX2015","M","2016-08",101.3758,
"OECD","CPI","TOT","IDX2015","M","2016-09",101.558,
"OECD","CPI","TOT","IDX2015","M","2016-10",101.8416,
"OECD","CPI","TOT","IDX2015","M","2016-11",101.7667,
"OECD","CPI","TOT","IDX2015","M","2016-12",101.9651,
"OECD","CPI","TOT","IDX2015","M","2017-01",102.3493,
"OECD","CPI","TOT","IDX2015","M","2017-02",102.6572,
"OECD","CPI","TOT","IDX2015","M","2017-03",102.8695,
"OECD","CPI","TOT","IDX2015","M","2017-04",103.2384,
"OECD","CPI","TOT","IDX2015","M","2017-05",103.2994,
"OECD","CPI","TOT","IDX2015","M","2017-06",103.3322,
"OECD","CPI","TOT","IDX2015","M","2017-07",103.3301,
"OECD","CPI","TOT","IDX2015","M","2017-08",103.6192,
"OECD","CPI","TOT","IDX2015","M","2017-09",103.9567,
"OECD","CPI","TOT","IDX2015","M","2017-10",104.0841,
"OECD","CPI","TOT","IDX2015","M","2017-11",104.2001,
"OECD","CPI","TOT","IDX2015","M","2017-12",104.3494,
"OECD","CPI","TOT","IDX2015","M","2018-01",104.5804,
"OECD","CPI","TOT","IDX2015","M","2018-02",104.9447,
"OECD","CPI","TOT","IDX2015","M","2018-03",105.238,
"OECD","CPI","TOT","IDX2015","M","2018-04",105.5947,
"OECD","CPI","TOT","IDX2015","M","2018-05",106.0098,
"OECD","CPI","TOT","IDX2015","M","2018-06",106.2281,
"OECD","CPI","TOT","IDX2015","M","2018-07",106.3369,
"OECD","CPI","TOT","IDX2015","M","2018-08",106.6416,
"OECD","CPI","TOT","IDX2015","M","2018-09",107.0109,
"OECD","CPI","TOT","IDX2015","M","2018-10",107.3505,
"OECD","CPI","TOT","IDX2015","M","2018-11",107.0422,
"OECD","CPI","TOT","IDX2015","M","2018-12",106.8622,
"OECD","CPI","TOT","IDX2015","M","2019-01",106.8,
"OECD","CPI","TOT","IDX2015","M","2019-02",107.1367,
"OECD","CPI","TOT","IDX2015","M","2019-03",107.6271,
"OECD","CPI","TOT","IDX2015","M","2019-04",108.2058,
"OECD","CPI","TOT","IDX2015","M","2019-05",108.3855,
"OECD","CPI","TOT","IDX2015","M","2019-06",108.4045,
"OECD","CPI","TOT","IDX2015","M","2019-07",108.5817,
"OECD","CPI","TOT","IDX2015","M","2019-08",108.6714,
"OECD","CPI","TOT","IDX2015","M","2019-09",108.7414,
"OECD","CPI","TOT","IDX2015","M","2019-10",109.0557,
"OECD","CPI","TOT","IDX2015","M","2019-11",109.0174,
"OECD","CPI","TOT","IDX2015","M","2019-12",109.1165,
"OECD","CPI","TOT","IDX2015","M","2020-01",109.2663,
