id,Date,vader,watson,count,brent
457,2019-04-02,0.01985099,-0.198901825,40,69.68
458,2019-04-03,0.059239652999999996,-0.10383421400000001,28,69.21
459,2019-04-04,0.017660597,-0.21354299999999998,29,69.8
460,2019-04-05,0.022811408,-0.292316769,26,69.93
461,2019-04-06,0.219105259,-0.010712857,7,70.32666666666667
462,2019-04-07,0.067211519,-0.153929769,13,70.72333333333334
463,2019-04-08,0.025957964,-0.182781962,53,71.12
464,2019-04-09,0.010460748,-0.33645787,54,71.02
465,2019-04-10,0.007932152,-0.38022557100000004,35,71.63
466,2019-04-11,-0.009191744,-0.381682729,48,71.3
467,2019-04-12,0.13007902,-0.053844975999999996,41,71.57
468,2019-04-13,0.031482899,-0.1432298,5,71.34666666666666
469,2019-04-14,-0.016636865,-0.214384643,14,71.12333333333333
470,2019-04-15,0.034498002,-0.258292733,45,70.9
471,2019-04-16,0.063717288,-0.16374772199999998,36,70.74
472,2019-04-17,0.050492598,-0.11570461800000001,55,71.14
473,2019-04-18,0.000899202,-0.272734143,42,70.71
474,2019-04-19,0.060905815,-0.26650375,12,70.71
475,2019-04-20,0.105138038,-0.122223444,9,70.71
476,2019-04-21,0.057997945,-0.272474077,13,70.71
477,2019-04-22,0.0007474889999999999,-0.24408490600000002,53,70.71
478,2019-04-23,0.011079983,-0.25837142,69,74.39
479,2019-04-24,0.06697893099999999,-0.152576593,59,73.59
480,2019-04-25,0.00908233,-0.273774477,44,74.94
481,2019-04-26,0.07005218099999999,-0.297951566,53,71.03
482,2019-04-27,-0.13561893,-0.5924898000000001,5,71.09333333333333
483,2019-04-28,0.036916918,-0.46622250000000004,10,71.15666666666667
484,2019-04-29,0.047264699,-0.235574303,66,71.22
485,2019-04-30,0.05660527,-0.160274911,56,72.19
486,2019-05-01,0.054558061,-0.166549939,49,72.01
487,2019-05-02,-0.003245137,-0.362072455,44,70.56
488,2019-05-03,0.022695057,-0.24680782,50,71.95
489,2019-05-04,0.046969419000000005,-0.05864325,4,71.95
490,2019-05-05,0.078526128,-0.267309222,18,71.95
491,2019-05-06,0.027412755,-0.19130166699999998,39,71.95
492,2019-05-07,-0.0033107559999999998,-0.364423614,44,70.98
493,2019-05-08,-0.045628987,-0.38246066,50,71.09
494,2019-05-09,-0.015387507,-0.489968487,39,70.61
495,2019-05-10,0.017998048,-0.351132811,37,71.63
496,2019-05-11,-0.10086332699999999,-0.49951875,4,71.86999999999999
497,2019-05-12,-0.009526432,-0.546443667,9,72.11
498,2019-05-13,-0.081661232,-0.499229405,42,72.35
499,2019-05-14,-0.082004954,-0.466363491,53,72.53
500,2019-05-15,-0.074767449,-0.450336091,55,73.09
501,2019-05-16,-0.029720817000000004,-0.300052658,38,74.7
502,2019-05-17,-0.073092609,-0.40782444,25,73.94
503,2019-05-18,-0.17543629600000002,-0.528221125,8,73.69666666666666
504,2019-05-19,-0.034731014,-0.36530765600000004,32,73.45333333333333
505,2019-05-20,-0.054103815,-0.472062406,32,73.21
506,2019-05-21,-0.058416557,-0.32453725,32,72.94
507,2019-05-22,-0.035607937,-0.31621750000000004,30,71.94
508,2019-05-23,-0.035305984,-0.47827005100000003,39,68.37
509,2019-05-24,-0.059995791,-0.470370357,28,67.98
510,2019-05-25,-0.003641628,-0.168202667,3,68.5325
511,2019-05-26,-0.039094869,-0.41868900000000003,8,69.08500000000001
512,2019-05-27,-0.021399448999999997,-0.472041813,16,69.6375
513,2019-05-28,-0.034015073,-0.33621197399999997,39,70.19
514,2019-05-29,-0.015061343999999999,-0.33602194399999996,36,70.64
515,2019-05-30,-0.088200104,-0.4257356,50,69.55
516,2019-05-31,-0.073539204,-0.43689703,33,66.78
517,2019-06-01,-0.079013939,-0.467629,2,65.57333333333334
518,2019-06-02,-0.05157484,-0.579934111,9,64.36666666666666
519,2019-06-03,-0.029609923,-0.36189744799999995,29,63.16
520,2019-06-04,-0.023621595,-0.34152381299999995,32,63.56
521,2019-06-05,0.001664944,-0.41443675,28,62.14
522,2019-06-06,0.019856892,-0.23333052199999998,46,62.77
523,2019-06-07,0.051710835999999996,-0.199031524,42,64.1
524,2019-06-08,-0.12268785300000001,-0.620299333,6,64.17
525,2019-06-09,-0.076095202,-0.401343,12,64.24
526,2019-06-10,0.02088753,-0.291787946,37,64.31
527,2019-06-11,0.052231743,-0.275984545,44,63.56
528,2019-06-12,-0.017388632,-0.43741149100000004,53,61.66
529,2019-06-13,-0.08329457900000001,-0.42539204799999997,83,63.28
530,2019-06-14,-0.065099171,-0.46562049299999997,67,63.13
531,2019-06-15,0.081179688,-0.10657190000000001,10,62.940000000000005
532,2019-06-16,-0.04384278900000001,-0.23571425,20,62.75
533,2019-06-17,0.035665782,-0.35450325,52,62.56
534,2019-06-18,0.00363784,-0.275071395,43,63.35
535,2019-06-19,0.00970912,-0.223326528,36,62.85
536,2019-06-20,-0.002410521,-0.404921476,63,65.44
537,2019-06-21,-0.065591291,-0.43248721700000003,46,65.99
538,2019-06-22,-0.07422674900000001,-0.45490018200000004,11,65.71333333333332
539,2019-06-23,0.019264023,-0.2830265,10,65.43666666666667
540,2019-06-24,0.009959464,-0.304246815,54,65.16
541,2019-06-25,-0.031172033999999998,-0.36429245200000004,31,66.24
542,2019-06-26,-0.034846800000000004,-0.29608290000000004,50,66.85
543,2019-06-27,0.080516858,-0.29909869,29,66.78
544,2019-06-28,0.06898710400000001,-0.19169697100000002,35,67.52
545,2019-06-29,0.172911042,-0.078169,11,66.71333333333332
546,2019-06-30,0.134905002,-0.19413066699999998,15,65.90666666666667
547,2019-07-01,0.085081227,-0.166135862,65,65.1
548,2019-07-02,-0.031199507,-0.46610106799999995,44,62.72
549,2019-07-03,-0.012117851,-0.320393405,37,63.53
550,2019-07-04,0.003635678,-0.319205519,27,63.62
551,2019-07-05,-0.054355839,-0.475539143,35,64.23
552,2019-07-06,-0.313740909,-0.7729425,2,64.45
553,2019-07-07,0.015185995,-0.2354705,10,64.67
554,2019-07-08,-0.053911472,-0.402353571,28,64.89
555,2019-07-09,-0.001177002,-0.358737156,32,64.3
556,2019-07-10,0.014992908999999999,-0.293080578,45,66.41
557,2019-07-11,-0.065919831,-0.44337293299999997,45,67.64
558,2019-07-12,-0.041176157000000005,-0.453103606,33,66.65
559,2019-07-13,-0.045408795,-0.51179075,4,66.72
560,2019-07-14,0.01394318,-0.311021857,7,66.79
561,2019-07-15,0.041673827000000004,-0.286748032,31,66.86
562,2019-07-16,0.05897747,-0.291916821,28,65.87
563,2019-07-17,0.010968815,-0.385766194,31,63.67
564,2019-07-18,-0.023154826,-0.385920489,47,60.7
565,2019-07-19,-0.04811089599999999,-0.32379631,42,61.04
566,2019-07-20,-0.02095902,-0.194726,2,61.346666666666664
567,2019-07-21,-0.071109559,-0.484836438,16,61.653333333333336
568,2019-07-22,-0.003371662,-0.362307549,51,61.96
569,2019-07-23,0.040531839,-0.29753935600000003,45,62.28
570,2019-07-24,0.036072652999999996,-0.21350270000000002,40,63.83
571,2019-07-25,0.101118405,-0.077218733,30,63.47
572,2019-07-26,0.122267675,-0.144209056,36,62.46
573,2019-07-27,0.139264706,0.833467,2,62.403333333333336
574,2019-07-28,0.13783372,-0.327188143,7,62.346666666666664
575,2019-07-29,0.030210977000000003,-0.20525132,25,62.29
576,2019-07-30,0.04591846,-0.093903414,29,62.55
577,2019-07-31,-0.016062016000000002,-0.292210735,34,64.07
578,2019-08-01,-0.015672518,-0.369898324,34,62.9
579,2019-08-02,-0.067274738,-0.34126508299999997,36,61.12
580,2019-08-03,-0.074533718,-0.29935225,4,60.519999999999996
581,2019-08-04,-0.17159544699999998,-0.558440167,12,59.92
582,2019-08-05,-0.081614747,-0.38260803299999996,30,59.32
583,2019-08-06,-0.032922486,-0.5018630000000001,34,58.63
584,2019-08-07,-0.110952575,-0.432768658,38,55.03
585,2019-08-08,-0.001537476,-0.241805658,38,56.29
586,2019-08-09,-0.047675577999999996,-0.440717815,27,57.37
587,2019-08-10,-0.019007692,-0.483936,1,57.29
588,2019-08-11,-0.160417505,-0.5760651999999999,5,57.21
589,2019-08-12,0.026340058,-0.267025265,34,57.13
590,2019-08-13,-0.01830517,-0.388028893,28,59.9
591,2019-08-14,-0.07932789900000001,-0.457725795,39,57.86
592,2019-08-15,-0.053849716,-0.41539066700000005,36,57.37
593,2019-08-16,0.01351954,-0.3179979,20,59.0
594,2019-08-17,0.101037905,-0.43044799999999994,2,59.263333333333335
595,2019-08-18,-0.05364918,-0.5799737779999999,10,59.526666666666664
596,2019-08-19,0.030970342999999997,-0.21399621600000002,37,59.79
597,2019-08-20,0.006525365,-0.37847691200000005,34,59.03
598,2019-08-21,0.016613895,-0.320219485,33,60.6
599,2019-08-22,-0.060672276,-0.378528125,32,59.81
600,2019-08-23,-0.047336643,-0.371051697,33,58.64
601,2019-08-24,-0.245628095,-0.6161965,2,58.64
602,2019-08-25,-0.09937517,-0.48068792299999996,13,58.64
603,2019-08-26,-0.023466378,-0.3504204,35,58.64
604,2019-08-27,0.007397735999999999,-0.326396038,26,58.44
605,2019-08-28,-0.032048444,-0.238036341,41,60.42
606,2019-08-29,0.03980741,-0.329248667,33,60.59
607,2019-08-30,0.022952404,-0.28763494100000003,17,61.04
608,2019-08-31,0.061178613,-0.1856818,10,60.21
609,2019-09-01,-0.021929214,-0.47303872700000005,11,59.379999999999995
610,2019-09-02,-0.020808079,-0.3263762,25,58.55
611,2019-09-03,-0.06943049999999999,-0.417299656,32,57.93
612,2019-09-04,0.09409636099999999,0.032633034,29,60.68
613,2019-09-05,0.047324501,-0.2064865,38,62.7
614,2019-09-06,0.04722616599999999,-0.198790346,26,61.28
615,2019-09-07,-0.012662973999999999,-0.284178571,7,62.18333333333334
616,2019-09-08,0.075386097,-0.31789828600000003,14,63.086666666666666
617,2019-09-09,0.105203231,-0.021949167000000002,60,63.99
618,2019-09-10,0.037891697,-0.24451342,50,64.67
619,2019-09-11,0.050700010999999996,-0.268616464,56,63.02
620,2019-09-12,0.063928042,-0.242033078,51,60.76
621,2019-09-13,0.05277961,-0.157813895,19,61.25
622,2019-09-14,-0.15031887800000002,-0.549037381,21,63.64
623,2019-09-15,-0.18598124800000002,-0.551792708,48,66.03
624,2019-09-16,-0.12388534,-0.44461308,162,68.42
625,2019-09-17,-0.10083754699999999,-0.503034815,130,65.59
626,2019-09-18,-0.078211691,-0.499865656,93,64.29
627,2019-09-19,-0.054949753,-0.404813375,48,64.25
628,2019-09-20,-0.043073491,-0.409569759,54,65.23
629,2019-09-21,-0.06863902,-0.516942231,13,65.04
630,2019-09-22,-0.025526602000000002,-0.35679016700000005,18,64.85
631,2019-09-23,-0.006671931,-0.449145976,41,64.66
632,2019-09-24,-0.030962332000000002,-0.514692909,44,64.13
633,2019-09-25,-0.068353046,-0.421982851,47,62.41
634,2019-09-26,0.023578397,-0.26946825,44,62.08
635,2019-09-27,-0.043544259,-0.460673258,31,62.48
636,2019-09-28,0.04775449,0.056862,3,61.983333333333334
637,2019-09-29,-0.10224648900000001,-0.48995022200000005,9,61.486666666666665
638,2019-09-30,-0.035706481,-0.37469626799999994,41,60.99
639,2019-10-01,-0.003511056,-0.42979305700000003,35,60.06
640,2019-10-02,-0.073699452,-0.40372425,52,57.92
641,2019-10-03,-0.087999867,-0.438519056,36,58.01
642,2019-10-04,-0.022041282000000002,-0.37886459299999997,27,59.13
643,2019-10-05,-0.099762225,-0.575763,3,59.24
644,2019-10-06,-0.064147682,-0.228938571,14,59.35
645,2019-10-07,0.0025684139999999998,-0.395563531,32,59.46
646,2019-10-08,-0.068080187,-0.50228575,24,58.14
647,2019-10-09,-0.037404787,-0.443522432,44,59.7
648,2019-10-10,-0.011243136,-0.286730585,41,59.08
649,2019-10-11,-0.047200668,-0.289621196,46,60.59
650,2019-10-12,-0.167458519,-0.310381,4,59.99666666666667
651,2019-10-13,-0.040964867,-0.430641083,12,59.403333333333336
652,2019-10-14,0.10237850300000001,-0.199059447,38,58.81
653,2019-10-15,-0.021052676,-0.3565762,25,59.19
654,2019-10-16,0.047964158,-0.267392913,23,59.3
655,2019-10-17,-0.034799178,-0.397337185,27,59.35
656,2019-10-18,0.021419552,-0.27496459999999995,30,59.96
657,2019-10-19,-0.006768603000000001,-0.266651818,11,59.623333333333335
658,2019-10-20,-0.033813384,-0.4585378,10,59.28666666666667
659,2019-10-21,0.069650541,-0.127789458,24,58.95
660,2019-10-22,0.028309068,-0.261332795,39,60.5
661,2019-10-23,0.00012427600000000001,-0.23471879199999998,24,60.52
662,2019-10-24,0.055924825,-0.176306808,26,61.71
663,2019-10-25,0.012373614,-0.268881478,23,62.06
664,2019-10-26,0.206000405,0.2198402,5,61.50333333333334
665,2019-10-27,0.18849318,-0.074317143,7,60.946666666666665
666,2019-10-28,0.036624158,-0.24022912800000001,39,60.39
667,2019-10-29,0.040504859,-0.239150395,38,61.05
668,2019-10-30,0.047869383,-0.282522359,39,60.22
669,2019-10-31,0.051740777,-0.281448,43,59.3
670,2019-11-01,0.022955844,-0.197095467,30,60.17
671,2019-11-02,-0.048327519000000006,-0.21959514300000002,7,60.95333333333333
672,2019-11-03,0.068596071,-0.084542045,22,61.73666666666667
673,2019-11-04,0.069679818,-0.002890116,43,62.52
674,2019-11-05,0.12560054699999998,-0.128885054,37,62.72
675,2019-11-06,0.005255564,-0.207104194,31,62.11
676,2019-11-07,0.033193035,-0.223979643,28,62.6
677,2019-11-08,0.037275805,-0.398811129,31,62.0
678,2019-11-09,0.20318781600000002,0.050301,5,62.193333333333335
679,2019-11-10,-0.040229532,-0.321976083,12,62.38666666666666
680,2019-11-11,0.027292679,-0.178680163,43,62.58
681,2019-11-12,0.009300605,-0.213806267,30,62.19
682,2019-11-13,0.05497382,-0.181085065,31,62.27
683,2019-11-14,-0.030707599,-0.266764024,42,62.46
684,2019-11-15,0.126251885,-0.20132066699999998,27,63.32
685,2019-11-16,-0.025437847000000003,-0.11606125,4,63.153333333333336
686,2019-11-17,0.046645635,-0.20719815,20,62.986666666666665
687,2019-11-18,0.052162626,-0.287278771,35,62.82
688,2019-11-19,0.00041382,-0.37344743799999996,32,62.37
689,2019-11-20,0.006737433,-0.20210192300000002,39,63.8
690,2019-11-21,0.047397924,-0.250811189,37,64.99
691,2019-11-22,0.066443052,-0.284764375,24,64.83
692,2019-11-23,0.144770986,-0.16660999999999998,6,64.77666666666667
693,2019-11-24,0.080976509,-0.16938241699999998,12,64.72333333333333
694,2019-11-25,0.07582347099999999,-0.190577353,34,64.67
695,2019-11-26,0.057485617,-0.266710345,29,64.82
696,2019-11-27,0.036375677,-0.203954645,31,65.03
697,2019-11-28,-0.011402696,-0.34113068799999996,16,64.68
698,2019-11-29,-0.024586701000000002,-0.298631743,35,64.5
699,2019-11-30,0.161326023,-0.256513,3,64.06666666666666
700,2019-12-01,0.026932756000000002,-0.211458667,15,63.63333333333333
701,2019-12-02,0.075644266,-0.19324088899999997,45,63.2
702,2019-12-03,0.038962561,-0.388692903,31,62.95
703,2019-12-04,0.013105519,-0.378667735,49,65.25
704,2019-12-05,0.05596289,-0.2757027,60,65.67
705,2019-12-06,0.028484226,-0.19374158,50,66.5
706,2019-12-07,0.029953486,-0.2006125,6,66.48
707,2019-12-08,0.053765139,-0.187988364,11,66.46
708,2019-12-09,0.048420905,-0.240966239,46,66.44
709,2019-12-10,-0.00018691200000000002,-0.377774926,27,66.57
710,2019-12-11,0.083338171,-0.150729725,40,65.37
711,2019-12-12,0.133196697,-0.054891623,53,66.67
712,2019-12-13,0.11234424300000001,-0.014476952,21,67.44
713,2019-12-14,0.021048967999999998,-0.260997429,7,67.64
714,2019-12-15,0.163712581,0.021125455,11,67.84
715,2019-12-16,0.12503023,-0.029106621000000003,29,68.04
716,2019-12-17,0.09974880800000001,-0.007429097,31,68.99
717,2019-12-18,0.07748051,-0.32885063600000003,33,69.12
718,2019-12-19,0.067562727,-0.14398776300000002,38,69.7
719,2019-12-20,0.145246231,-0.135083115,26,68.66
720,2019-12-21,0.017652235,-0.48564408299999995,12,68.27
721,2019-12-22,0.019287111000000003,-0.271458833,6,67.88
722,2019-12-23,0.030353985,-0.13632707300000002,41,67.49
723,2019-12-24,0.041659182,-0.164391136,22,69.26
724,2019-12-25,-0.01693077,-0.33966599999999997,6,69.14333333333333
725,2019-12-26,0.139386287,0.115753842,19,69.02666666666667
726,2019-12-27,0.079461242,-0.026190609,23,68.91
727,2019-12-28,0.012133544,-0.41220070000000003,10,68.70666666666666
728,2019-12-29,-0.039659821,-0.369231,7,68.50333333333333
729,2019-12-30,0.041316647000000005,-0.247436839,31,68.3
730,2019-12-31,0.042141332999999996,-0.194021257,35,67.77
731,2020-01-01,-0.0038877290000000004,-0.261485833,6,67.41
732,2020-01-02,0.04436530599999999,-0.123318927,41,67.05
733,2020-01-03,-0.132276909,-0.534951463,95,69.08
734,2020-01-04,-0.22937819399999998,-0.6497069999999999,8,69.47
735,2020-01-05,-0.11116693400000001,-0.5931678000000001,15,69.86
736,2020-01-06,-0.09976211199999999,-0.466679326,89,70.25
737,2020-01-07,-0.02723793,-0.360446306,72,68.74
738,2020-01-08,-0.10340971,-0.5046447589999999,83,67.31
739,2020-01-09,-0.020333001,-0.352879457,46,66.58
740,2020-01-10,-0.04185929,-0.349076071,42,66.77
741,2020-01-11,0.135459681,0.09335773300000001,15,65.89333333333333
742,2020-01-12,0.056973746,-0.2757127,10,65.01666666666667
743,2020-01-13,0.0017341610000000001,-0.235900919,37,64.14
744,2020-01-14,0.037286662000000005,-0.181814933,45,64.45
745,2020-01-15,0.029048306,-0.16952197800000002,45,63.29
746,2020-01-16,0.058057049000000006,-0.064615548,42,64.63
747,2020-01-17,0.042127999000000006,-0.136111346,26,64.05
748,2020-01-18,0.303933333,-0.6346930000000001,1,64.24333333333333
749,2020-01-19,0.12532320800000002,-0.269131,9,64.43666666666667
750,2020-01-20,0.050955457999999995,-0.20460162899999998,35,64.63
751,2020-01-21,-0.019328704,-0.375035952,42,63.66
752,2020-01-22,-0.062134302999999995,-0.43631764700000003,34,62.11
753,2020-01-23,-0.017982028,-0.31049218,61,61.26
754,2020-01-24,0.009493694,-0.33475608,25,59.34
755,2020-01-25,-0.1366,-0.707429,1,59.07333333333334
756,2020-01-26,-0.035824853999999996,-0.510024308,13,58.806666666666665
757,2020-01-27,-0.036962191,-0.502891133,45,58.54
758,2020-01-28,-0.002573798,-0.380128,39,59.37
759,2020-01-29,-0.020088238,-0.444132154,39,59.46
760,2020-01-30,-0.056731144000000004,-0.40264132399999997,34,57.72
761,2020-01-31,-0.00454321,-0.408421455,33,57.77
