,0,1,2,3,4,5
46,59.35,59.96,59.62333333333334,59.39731197029352,59.46648127555847,59.63519562005997
47,59.96,59.62333333333334,59.28666666666667,59.328896477520466,59.4939412099123,59.43512849479914
48,59.62333333333334,59.28666666666667,58.95,60.025574214458466,60.115800015330315,60.18487674713135
49,59.28666666666667,58.95,60.5,59.654503799676895,59.71907246828079,59.81863390624523
50,58.95,60.5,60.52,59.358108959794045,59.398123442828656,59.51891805946827
51,60.5,60.52,61.709999999999994,59.03065016835928,59.16003983438015,59.35665370494127
52,60.52,61.709999999999994,62.06,60.66333872795105,60.77104239881039,60.90796860277653
53,61.709999999999994,62.06,61.50333333333334,60.664434797763825,60.77295311510563,60.90845315873623
54,62.06,61.50333333333334,60.94666666666666,61.83495906710625,61.745305634737015,61.789646736979485
55,61.50333333333334,60.94666666666666,60.39,62.140593267679215,62.1130201292038,62.170965827703476
56,60.94666666666666,60.39,61.05,61.57664630532265,61.51487388432026,61.96580716192722
57,60.39,61.05,60.22,60.94217211723328,60.95542863726616,61.48088619828224
58,61.05,60.22,59.3,60.39851937413216,60.76558744132519,61.03613682806492
59,60.22,59.3,60.17,61.157160497903824,61.300767861008644,61.21446400105953
60,59.3,60.17,60.95333333333333,60.20873213529587,60.442604444622994,60.39639282941818
61,60.17,60.95333333333333,61.736666666666665,59.22473598986864,59.53068388223648,59.51937510788441
62,60.95333333333333,61.736666666666665,62.52,60.09474299073219,60.20676217198372,60.21437647163868
63,61.736666666666665,62.52,62.72,60.92961809754372,60.88404656171799,60.937549791932106
64,62.52,62.72,62.11,61.889421887397766,61.780504710674286,61.939357600808144
65,62.72,62.11,62.6,62.73527250409126,62.810581810474396,62.946461669802666
66,62.11,62.6,62.0,62.96262446761131,62.96104913175106,63.11309178888798
67,62.6,62.0,62.19333333333334,62.051771409511566,62.24464266717434,62.23681253910065
68,62.0,62.19333333333334,62.38666666666667,62.62367863178253,62.628927282691,62.58383924484253
69,62.19333333333334,62.38666666666667,62.58,61.96214971661568,62.031489886045456,61.976499132514
70,62.38666666666667,62.58,62.19,62.17383930802345,61.98802267730236,62.36360856115818
71,62.58,62.19,62.27,62.3183195066452,62.4663460624218,62.7131130617857
72,62.19,62.27,62.46,62.69070605158806,62.93738947033882,63.06117235839367
73,62.27,62.46,63.32000000000001,62.23599789261818,62.41133097529411,62.3071281683445
74,62.46,63.32000000000001,63.15333333333334,62.32777363777161,62.38095735728741,62.506010882258416
75,63.32000000000001,63.15333333333334,62.98666666666666,62.45187921047211,62.64139031589031,62.544921360611916
76,63.15333333333334,62.98666666666666,62.82,63.43754643917084,63.25297505378723,63.31644447863102
77,62.98666666666666,62.82,62.37,63.06238586425781,63.080759845376015,63.20726915419102
78,62.82,62.37,63.8,63.07611212849617,63.08859314739704,63.29112801671028
79,62.37,63.8,64.99,62.86994097352028,62.9817898195982,63.01546540081501
80,63.8,64.99,64.83,62.41798780083656,62.543188385367394,62.53355862915516
81,64.99,64.83,64.77666666666667,63.80543232679367,63.86316748678684,63.84407196164131
82,64.83,64.77666666666667,64.72333333333333,65.03603941917419,64.9462569129467,64.9434278678894
83,64.77666666666667,64.72333333333333,64.67,64.81367055296897,64.73274124383926,64.84426105737685
84,64.72333333333333,64.67,64.82,64.71884570240974,64.55151731491088,64.84643732726573
85,64.67,64.82,65.03,64.60821247816085,64.68285948753356,65.0397032123804
86,64.82,65.03,64.68,64.65354067802429,64.87379040539264,65.13319606304168
87,65.03,64.68,64.5,64.81176195263862,64.94382143735885,65.03345265209674
88,64.68,64.5,64.06666666666666,65.00180733919143,65.1034117412567,65.17429762303829
89,64.5,64.06666666666666,63.63333333333333,64.60328651189803,64.67786369442939,64.68953853070735
90,64.06666666666666,63.63333333333333,63.2,64.42903257131576,64.59393712103366,64.57594718754291
91,63.63333333333333,63.2,62.95,64.09987518906593,63.850944615602494,64.04865296900272
92,63.2,62.95,65.25,63.5426083278656,63.65154137432575,63.98472437977791
93,62.95,65.25,65.67,63.219809420108795,63.498991943597794,63.72836465358734
94,65.25,65.67,66.5,62.90444178104401,63.08905865967274,63.11585100710392
95,65.67,66.5,66.48,65.29464841604232,65.24514859139919,65.15849348127841
96,66.5,66.48,66.46,65.597108669281,65.68968107521533,65.57517880916595
97,66.48,66.46,66.44,66.36780021309852,66.49231628298759,66.48056421399116
98,66.46,66.44,66.57,66.35172099590301,66.26425652921199,66.37095829069614
99,66.44,66.57,65.37,66.35669774532317,66.30055273294448,66.47054723620414
100,66.57,65.37,66.67,66.41306070208549,66.53728371083736,66.60308387100696
101,65.37,66.67,67.44,66.58904127001762,66.61188840091228,66.5739639621973
102,66.67,67.44,67.64,65.2384674322605,65.41324824810027,65.51722570478915
103,67.44,67.64,67.84,66.64539787888526,66.73620557010173,66.86803653061389
104,67.64,67.84,68.04,67.4009750854969,67.37558033287524,67.60634111583232
105,67.84,68.04,68.99,67.52077255368232,67.53858263015746,67.64622916996478
106,68.04,68.99,69.12,67.74700517177581,67.72895070135593,67.94492088973522
107,68.99,69.12,69.7,67.98983118653297,68.12300366878509,68.35212669491767
108,69.12,69.7,68.66,69.04927364706992,69.14727667689323,69.36372930526733
109,69.7,68.66,68.27,69.04661811113357,69.13598377227783,69.14960212230682
110,68.66,68.27,67.88,69.63642851233482,69.73328680515289,69.73725635528564
111,68.27,67.88,67.49,68.44070521712302,68.58644441485404,68.76297513365745
112,67.88,67.49,69.26,68.02368239283561,68.23183091700076,68.38833720207214
113,67.49,69.26,69.14333333333333,67.7404604923725,67.8749914240837,67.97469039976596
114,69.26,69.14333333333333,69.02666666666667,67.35633034229278,67.63725642085075,67.70963828980922
115,69.14333333333333,69.02666666666667,68.91,69.35532469272613,69.19845975160598,69.33418408751487
116,69.02666666666667,68.91,68.70666666666666,69.20309371471404,69.03235862374305,69.04626474499702
117,68.91,68.70666666666666,68.50333333333333,69.00478760123252,68.95225877285003,69.14367107272147
118,68.70666666666666,68.50333333333333,68.3,68.88399562954902,68.98581374406814,69.1841113936901
119,68.50333333333333,68.3,67.77,68.73891026496887,68.74643463611602,68.83995393633842
120,68.3,67.77,67.41,68.48071388125419,68.51064632058143,68.35201666474342
121,67.77,67.41,67.05,68.27015633106231,68.27140792429446,68.2479767870903
122,67.41,67.05,69.08,67.68051097512244,67.75548807501792,67.8957310539484
123,67.05,69.08,69.47,67.38798094511031,67.36985558986663,67.4960686635971
124,69.08,69.47,69.86,66.96942616224288,67.11373814165592,67.20551811873912
125,69.47,69.86,70.25,69.053945697546,69.28598452329635,68.85518253564834
126,69.86,70.25,68.74,69.43568269133567,69.16495767951011,68.62671122670173
127,70.25,68.74,67.31,69.657321549654,69.19993246316909,68.84882194519042
128,68.74,67.31,66.58,69.41162628650665,69.33696234941482,69.19347030639648
129,67.31,66.58,66.77,68.05100796341895,68.05160678148269,68.07529924035072
130,66.58,66.77,65.89333333333333,66.699090487957,67.12164021253585,66.89463632524013
131,66.77,65.89333333333333,65.01666666666667,66.24253932356834,66.36082070291042,66.20254018127918
132,65.89333333333333,65.01666666666667,64.14,66.46468389749526,66.51713549315929,66.38921166181564
133,65.01666666666667,64.14,64.45,65.68822634935378,65.64298807799815,65.93688184738158
134,64.14,64.45,63.29,64.87713468790054,64.94628124654292,65.23096739470958
135,64.45,63.29,64.63,64.05360326886176,64.35186333179473,64.49440742254257
136,63.29,64.63,64.05,64.50606638908386,64.6621135097742,64.56132587015628
137,64.63,64.05,64.24333333333333,63.215922392606736,63.5047992092371,63.52184542238712
138,64.05,64.24333333333333,64.43666666666667,64.67897457599639,64.70752317428588,64.71512372016906
139,64.24333333333333,64.43666666666667,64.63,63.99766138911247,64.04318637371063,64.06371969699859
140,64.43666666666667,64.63,63.66,64.29384992241859,63.645185015797615,63.95750883936882
141,64.63,63.66,62.11,64.09852097153663,64.00742762506007,64.46545890688895
142,63.66,62.11,61.26,64.50411335349082,64.8972945433855,65.29370575368404
143,62.11,61.26,59.34,63.43583462357521,64.06356734752654,64.19008829414844
144,61.26,59.34,59.07333333333334,61.927619285583496,62.327337749004364,62.19338341772556
145,59.34,59.07333333333334,58.80666666666666,61.094163991212845,61.52987184345722,61.33122823357582
146,59.07333333333334,58.80666666666666,58.54,59.13530050188303,59.44199638783932,59.39561390846968
147,58.80666666666666,58.54,59.37,58.80094525188208,58.8953939896822,58.790274440944195
148,58.54,59.37,59.46,58.67472424328327,58.67079701244831,58.60405577689409
149,59.37,59.46,57.72,58.46479672163725,58.84167810499668,58.803836717903614
150,59.46,57.72,57.77,59.24080621421337,59.50808960914612,59.67803650319576
