,0,1
0,57.93,58.73664372384548
1,60.68,58.025708615481854
2,62.7,60.5855378729105
3,61.28,62.80813892900944
4,62.18333333333333,61.36309678077698
5,63.08666666666666,62.23111318767071
6,63.99,63.23892822086811
7,64.67,64.1383053433895
8,63.02,64.83050305366515
9,60.76,63.07757426023483
10,61.24999999999999,60.77274892449379
11,63.64,61.287027842998505
12,66.03,63.58643630862236
13,68.42,65.71574129879474
14,65.59,67.50568572402
15,64.29,65.06712823331355
16,64.25,64.10009948134422
17,65.23,64.13810750067233
18,65.04,65.09633489668369
19,64.85,64.91872503578662
20,64.66,64.78197339892387
21,64.13,64.55827676475047
22,62.41,64.02680351555347
23,62.08,62.36404656589031
24,62.48,62.03667717397213
25,61.98333333333333,62.38139324605465
26,61.48666666666666,61.99863741517067
27,60.99,61.44636634707451
28,60.06,61.069960526824
29,57.92,59.9921313893795
30,58.01,58.098219029307366
31,59.13,57.9600253623724
32,59.24,58.96403060078621
33,59.35,59.052103407382965
34,59.46,59.314445495307446
35,58.14,59.33965245604515
36,59.7,58.20263766467571
37,59.08,59.57456899404526
38,60.59,59.123144812583924
39,59.99666666666667,60.515176750421524
40,59.40333333333334,60.070895008444786
41,58.81,59.381724714934826
42,59.19,58.7448526096344
43,59.3,59.221527129113674
44,59.35,59.49940674722195
45,59.96,59.36401620477438
46,59.62333333333334,60.06024747312069
47,59.28666666666667,59.67986152291298
48,58.95,59.27437864214182
49,60.5,59.07428929924965
50,60.52,60.57848641991615
51,61.709999999999994,60.70503170013428
52,62.06,61.815447754859925
53,61.50333333333334,62.13485477089882
54,60.94666666666666,61.47389610826969
55,60.39,60.814896829128266
56,61.05,60.51719749689102
57,60.22,61.275522283911705
58,59.3,60.381482682824135
59,60.17,59.43753275990486
60,60.95333333333333,60.26708304107189
61,61.736666666666665,61.0512225997448
62,62.52,61.878953151106835
63,62.72,62.62840040743351
64,62.11,62.846193499565125
65,62.6,62.25965861201286
66,62.0,62.77354713499546
67,62.19333333333334,62.06685189127922
68,62.38666666666667,62.122326142787934
69,62.58,62.46638203382492
70,62.19,62.7789227437973
71,62.27,62.24026473581791
72,62.46,62.36881912469864
73,63.32000000000001,62.543026514053345
74,63.15333333333334,63.39294189929962
75,62.98666666666666,63.18188392341137
76,62.82,63.1445434910059
77,62.37,62.82205034017563
78,63.8,62.45922372460365
79,64.99,63.898869104385376
80,64.83,65.13110443174838
81,64.77666666666667,64.88947076320648
82,64.72333333333333,64.73607177257537
83,64.67,64.72967309474944
84,64.82,64.69473745644092
85,65.03,64.9088805091381
86,64.68,65.13745655834674
87,64.5,64.75671618402004
88,64.06666666666666,64.55145700991153
89,63.63333333333333,64.02093065500259
90,63.2,63.591843656897545
91,62.95,63.23670645773411
92,65.25,63.01121019542217
93,65.67,65.36047079384326
94,66.5,65.82310641527175
95,66.48,66.61897899925708
96,66.46,66.58312397420406
97,66.44,66.4806456786394
98,66.57,66.45733303546905
99,65.37,66.65710233867168
100,66.67,65.36362252354621
101,67.44,66.64220382988452
102,67.64,67.57612513720989
103,67.84,67.7639064413309
104,68.04,67.85110535442828
105,68.99,68.01838401675224
106,69.12,69.08247525215148
107,69.7,69.17213503241538
108,68.66,69.76489297270774
109,68.27,68.5476651263237
110,67.88,68.15316145837306
111,67.49,67.9290046018362
112,69.26,67.52663483440875
113,69.14333333333333,69.39426691055297
114,69.02666666666667,69.27509788393974
115,68.91,69.07109136104583
116,68.70666666666666,68.86420289397239
117,68.50333333333333,68.75727049231529
118,68.3,68.54026771306991
119,67.77,68.34873268723487
120,67.41,67.75281349539756
121,67.05,67.4446528327465
122,69.08,67.07411564111709
123,69.47,68.88035616993903
124,69.86,69.31042180180549
125,70.25,69.40381414413451
126,68.74,69.70016137480735
127,67.31,68.44756729125976
128,66.58,66.97290163457393
129,66.77,66.43419813334941
130,65.89333333333333,66.62065801739692
131,65.01666666666667,65.8609472733736
132,64.14,64.88940834224223
133,64.45,64.1468517255783
134,63.29,64.55674057424068
135,64.63,63.36411928355694
136,64.05,64.74878660559654
137,64.24333333333333,64.18991584300994
138,64.43666666666667,64.15522777259349
139,64.63,64.20241484761237
140,63.66,64.71041464030742
141,62.11,63.792210720181465
142,61.26,62.16988985955715
143,59.34,61.25797458708286
144,59.07333333333334,59.31190263450146
145,58.80666666666666,58.99180052399635
146,58.54,58.81495082348585
147,59.37,58.42246790200472
148,59.46,59.264209314882756
149,57.72,59.47590684115887
150,57.77,57.916210077404976
